4,0,0,4,-1,-1,1,0,9,0,2,2,5,0,0
4,0,0,4,-1,0,1,0,9,0,2,2,5,0,0
4,0,0,4,-1,1,1,0,9,0,2,2,5,0,0
4,0,0,4,0,-1,1,0,3,0,0,0,0,3,0
4,0,0,4,0,0,1,0,3,0,0,0,0,3,0
4,0,0,4,0,1,1,0,3,0,0,0,0,3,0
4,0,0,4,1,-1,1,0,9,0,1,4,4,0,0
4,0,0,4,1,0,1,0,9,0,1,4,4,0,0
4,0,0,4,1,1,1,0,9,0,1,4,4,0,0
4,0,0,5,-1,-1,1,0,12,6,2,1,3,0,0
4,0,0,5,-1,0,1,0,12,6,2,1,3,0,0
4,0,0,5,-1,1,1,0,12,6,2,1,3,0,0
4,0,0,5,0,-1,1,0,4,2,0,0,0,2,0
4,0,0,5,0,0,1,0,4,2,0,0,0,2,0
4,0,0,5,0,1,1,0,4,2,0,0,0,2,0
4,0,0,5,1,-1,1,0,12,6,1,2,3,0,0
4,0,0,5,1,0,1,0,12,6,1,2,3,0,0
4,0,0,5,1,1,1,0,12,6,1,2,3,0,0
4,0,1,4,-1,-1,1,0,9,6,0,1,2,0,0
4,0,1,4,-1,0,1,0,9,0,2,2,5,0,0
4,0,1,4,-1,1,1,0,9,6,0,1,2,0,0
4,0,1,4,0,-1,1,0,3,2,0,0,0,1,0
4,0,1,4,0,0,1,0,3,0,0,0,0,3,0
4,0,1,4,0,1,1,0,3,2,0,0,0,1,0
4,0,1,4,1,-1,1,0,9,6,0,2,1,0,0
4,0,1,4,1,0,1,0,9,0,1,4,4,0,0
4,0,1,4,1,1,1,0,9,6,0,2,1,0,0
4,0,1,5,-1,-1,1,0,12,6,2,1,3,0,0
4,0,1,5,-1,0,1,0,12,6,2,1,3,0,0
4,0,1,5,-1,1,1,0,12,12,0,0,0,0,0
4,0,1,5,0,-1,1,0,4,2,0,0,0,2,0
4,0,1,5,0,0,1,0,4,2,0,0,0,2,0
4,0,1,5,0,1,1,0,4,4,0,0,0,0,0
4,0,1,5,1,-1,1,0,12,6,1,2,3,0,0
4,0,1,5,1,0,1,0,12,6,1,2,3,0,0
4,0,1,5,1,1,1,0,12,12,0,0,0,0,0
4,0,2,4,-1,-1,1,0,9,0,2,2,5,0,0
4,0,2,4,-1,0,1,0,9,0,2,2,5,0,0
4,0,2,4,-1,1,1,0,3,0,0,0,0,3,0
4,0,2,4,0,-1,1,0,3,0,0,0,0,3,0
4,0,2,4,0,0,1,0,3,0,0,0,0,3,0
4,0,2,4,0,1,1,0,1,0,0,0,0,1,0
4,0,2,4,1,-1,1,0,9,0,1,4,4,0,0
4,0,2,4,1,0,1,0,9,0,1,4,4,0,0
4,0,2,4,1,1,1,0,3,0,0,0,0,3,0
4,0,2,5,-1,-1,1,0,12,6,2,1,3,0,0
4,0,2,5,-1,0,1,0,12,6,2,1,3,0,0
4,0,2,5,-1,1,1,0,3,0,0,0,0,3,0
4,0,2,5,0,-1,1,0,4,2,0,0,0,2,0
4,0,2,5,0,0,1,0,4,2,0,0,0,2,0
4,0,2,5,0,1,1,0,1,0,0,0,0,1,0
4,0,2,5,1,-1,1,0,12,6,1,2,3,0,0
4,0,2,5,1,0,1,0,12,6,1,2,3,0,0
4,0,2,5,1,1,1,0,3,0,0,0,0,3,0
4,0,3,4,-1,-1,1,0,9,0,2,2,5,0,0
4,0,3,4,-1,0,1,0,9,0,2,2,5,0,0
4,0,3,4,-1,1,1,0,9,0,2,2,5,0,0
4,0,3,4,0,-1,1,0,3,0,0,0,0,3,0
4,0,3,4,0,0,1,0,3,0,0,0,0,3,0
4,0,3,4,0,1,1,0,3,0,0,0,0,3,0
4,0,3,4,1,-1,1,0,9,0,1,4,4,0,0
4,0,3,4,1,0,1,0,9,0,1,4,4,0,0
4,0,3,4,1,1,1,0,9,0,1,4,4,0,0
4,0,3,5,-1,-1,1,0,12,6,2,1,3,0,0
4,0,3,5,-1,0,1,0,12,6,2,1,3,0,0
4,0,3,5,-1,1,1,0,12,6,2,1,3,0,0
4,0,3,5,0,-1,1,0,4,2,0,0,0,2,0
4,0,3,5,0,0,1,0,4,2,0,0,0,2,0
4,0,3,5,0,1,1,0,4,2,0,0,0,2,0
4,0,3,5,1,-1,1,0,12,6,1,2,3,0,0
4,0,3,5,1,0,1,0,12,6,1,2,3,0,0
4,0,3,5,1,1,1,0,12,6,1,2,3,0,0
4,1,0,4,-1,-1,1,0,9,6,1,0,2,0,0
4,1,0,4,-1,0,1,0,9,0,2,2,5,0,0
4,1,0,4,-1,1,1,0,9,6,1,0,2,0,0
